DatasetID,Ref_L,Ref_a,Ref_b,Sam_L,Sam_a,Sam_b,dV,dV_scaled,dE,Ratio,F,Is_Outlier
BFD-P,60.1229087861,-25.401037834,38.3685116661,59.9158318433,-24.7280524418,41.1747722904,1.461,1.76775521949,1.44755820468,0.818868013355,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,60.3913274697,-27.3324265922,37.2370706065,1.57939,1.91100268043,1.16821250543,0.611308669211,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,59.969960797,-24.1051283697,39.1228842431,0.993036,1.2015363259,0.779639101455,0.64886852328,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,60.113928851,-23.7656686632,37.9808228269,1.10306,1.33466124053,0.874215511452,0.655009289928,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,60.167776714,-28.1256801936,40.4599863649,1.58078,1.91268452831,1.75434350186,0.917215293945,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,59.9609446611,-25.142314857,41.9691728211,1.70334,2.0609775329,1.80557977145,0.876079308303,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,59.9969963725,-23.668116885,38.590181035,1.34401,1.62620170606,0.914239817319,0.562193369934,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,59.969960797,-22.8468603788,36.8082250651,1.4415,1.74416095065,1.55046728104,0.888947364903,0.826471891522,False
BFD-P,60.1229087861,-25.401037834,38.3685116661,60.2394556427,-23.733789286,36.9419630211,1.01393,1.22681728248,1.12624566041,0.918022330214,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.5070585937,-8.6984179249,15.9950853803,1.48248,1.79374521409,0.811825337572,0.452586761595,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.5248323331,-6.81940503389,17.6290287891,1.28032,1.54913919413,0.754075199544,0.486770460914,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.4002423172,-6.83028063367,15.697498318,1.02426,1.23931619515,0.927279706433,0.748218824269,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.2394556427,-8.62141685549,18.6947989742,1.36119,1.64698886189,0.912466751361,0.554021203468,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.5070585937,-6.57366414387,16.3097285782,1.18598,1.43499133142,0.842752497709,0.587287518226,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.6135774345,-6.15074367144,16.4140303288,2.00809,2.42971360623,1.05872074488,0.43573890444,0.826471891522,False
BFD-P,60.5159464956,-7.94920636038,17.1205888664,60.3377946368,-7.54276139055,18.3074202989,0.916442,1.10886045781,0.73065500102,0.658924209871,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,62.0149304752,-12.3358576783,39.3050911233,1.45233,1.75726484457,1.20155665319,0.683765259917,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.9207818116,-12.0193721166,38.2588974748,1.5255,1.84579780105,1.46165000737,0.791879807496,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.9379166735,-9.32834673999,38.1883251421,1.33592,1.61641310939,1.41384011364,0.874677460501,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.7231869191,-8.90378761535,40.4191616832,1.46674,1.77470040427,0.957981332029,0.539798903367,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.8349942471,-9.23116246173,43.5666074085,1.59756,1.93298769914,1.65723971433,0.857346228879,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,62.0149304752,-12.1239215433,40.4037990604,1.44457,1.74787553554,0.891534948398,0.510067753837,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,62.0747251459,-9.29302802032,37.5795200038,1.38027,1.67007494648,1.69734011226,1.01632571391,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,62.0832597683,-10.2645120487,36.9655179013,1.53991,1.86323336074,1.85530981968,0.995747424219,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.8950653801,-9.01638959924,37.9913015436,1.36475,1.6512963284,1.59422626046,0.965439232827,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.9978294377,-8.71142527627,40.3717895454,1.75721,2.12615821303,1.07479253232,0.505509197635,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.8864894618,-12.2598051857,41.7494127267,1.46674,1.77470040427,1.13106459294,0.637327061074,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,61.6887198694,-9.58828863678,44.0069852523,1.80044,2.17846489211,1.77846422368,0.816384156623,0.826471891522,False
BFD-P,61.9293501844,-10.5582133167,40.6071306528,62.0320240188,-8.97933484375,37.3830818367,1.78603,2.16102933242,1.86683910408,0.863865694036,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,64.1528115885,-23.8945338898,5.96467974022,1.90291,2.30244974998,1.26254741201,0.548349605469,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,63.6721112817,-22.6567390696,6.4685115998,1.98058,2.39642753773,1.638959296,0.683917735962,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,63.7703507293,-24.1744287924,5.60035009366,1.70874,2.06751133043,1.1912385119,0.576170246022,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,64.0067690939,-21.4002016811,4.91162399168,2.13592,2.58438311322,1.11868604742,0.432863858962,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,64.120403696,-23.4831144694,5.89061798698,1.87379,2.26721564184,1.19094751604,0.525290799014,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,64.4352694611,-24.967610887,5.24577743258,1.80583,2.18498659001,1.31496918199,0.601820252813,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,64.3708825859,-22.127964783,5.73159882802,2.19417,2.65486342912,1.30136385431,0.490181091816,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,63.8928107784,-21.1490296025,4.63138305643,1.38835,1.67985144352,1.13497525635,0.675640254219,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,64.1447120724,-20.8170516046,4.04644462713,1.35922,1.64460523575,1.10147272417,0.669749007372,0.826471891522,False
BFD-P,64.1366109188,-22.7194200966,3.76772485373,63.8112125081,-25.392593085,4.56168304868,2.75728,3.33620541519,1.42694907258,0.427716191001,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.8773240153,-33.9121512853,-5.22270845236,1.72619,2.08862517613,1.36460134435,0.653349083382,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,63.0192350535,-34.3695771942,-6.42186704437,2.01935,2.44333778404,1.84578086847,0.755434177185,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.860594996,-30.8335880078,-7.56149628015,1.48512,1.79693951511,1.01690648208,0.565910245463,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.8187413659,-29.793483897,-4.07507453347,1.53571,1.85815151822,1.48744171703,0.800495386111,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.8689603927,-28.4536475845,-4.33523854942,1.5878,1.9211784651,1.9297975045,1.00448632938,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.9692070344,-28.9074868775,-7.05063900672,1.5625,1.89056641373,1.10869862473,0.586437279686,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.8689603927,-33.7241847956,-5.99464787804,1.5625,1.89056641373,1.39547946773,0.738127715375,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,63.1357214062,-33.7738459508,-7.02379354015,1.43304,1.73392466786,1.78825680343,1.03133477283,0.826471891522,False
BFD-P,63.0109014492,-31.0950596926,-5.85486135387,62.8856858646,-30.0266925337,-7.58466011562,1.35565,1.64028566961,1.00751252554,0.614229913854,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,62.9358197745,-23.7842266596,-8.69818643604,1.4,1.6939475067,0.737633852224,0.435452603642,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,62.9775494396,-26.7077491675,-7.24409482063,1.5968,1.93206812764,0.843206987353,0.436427150415,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,63.0192350535,-28.1792520821,-7.80963754855,1.7088,2.06758392818,1.67122088486,0.808296515601,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,62.6088033874,-26.4569831723,-7.17612576705,1.2608,1.52552072603,0.699919085271,0.458806670619,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,62.5582510883,-25.6762171777,-7.06635479395,1.0928,1.32224702523,0.48725384572,0.368504399271,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,62.6845101469,-24.4138292122,-6.82309437323,1.0496,1.26997664502,0.830943205486,0.654298020946,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,63.0275669003,-27.7036178956,-8.29784274133,1.6864,2.04048076807,1.56211819497,0.765563792325,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,62.8019874614,-24.8115450966,-9.14346692287,1.232,1.49067380589,0.772922421383,0.518505402273,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,63.1274123216,-25.4275325487,-9.17875117558,1.2608,1.52552072603,1.0097681263,0.661917015659,0.826471891522,False
BFD-P,62.7181108813,-25.087912812,-7.83356671695,63.2435810887,-27.9915881925,-7.21371190029,1.7504,2.11791836837,1.54059156556,0.727408378229,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.1606381967,-19.4951644201,-15.9663630113,1.13423,1.3723757718,0.740526092082,0.539594262226,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,62.9942289647,-23.0542804584,-15.1617999793,1.20268,1.45519770525,1.20170766046,0.825803707716,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.1938362036,-19.8757933366,-15.9564685665,1.10872,1.3415096283,0.597197042913,0.445167914052,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.2187164554,-20.5338152671,-16.7490455096,0.94094,1.13850211925,0.981790059682,0.862352421731,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.0358969907,-21.5376929431,-13.4162349644,1.37181,1.65983866369,1.00550093844,0.60578233321,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.1938362036,-19.7903426493,-14.3607787588,1.0094,1.22133615233,0.944498475979,0.773332120054,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.0275669003,-20.8566949582,-13.3118511156,1.16779,1.41298211346,1.18212644992,0.836618127472,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.474902279,-19.2892365105,-14.0813541741,1.32752,1.60624942435,1.37015453633,0.853014803031,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.38418684,-22.2679775001,-16.2851628346,1.49664,1.81087828316,1.28850359021,0.711535171739,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.3594102508,-21.8505765546,-16.3248092768,1.12215,1.35775942474,1.12302669959,0.827117587347,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.0192350535,-22.0252239328,-15.9941244902,0.918121,1.11089198486,1.00689326273,0.906382687474,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.1606381967,-21.0195183358,-16.7136898719,1.2255,1.48280904961,1.0565506545,0.712533184755,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.2104247748,-21.3477523904,-16.8020091522,1.13826,1.3772519207,1.21283466569,0.880619331482,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.1772406801,-20.1005014119,-16.561847218,1.16779,1.41298211346,0.83995301592,0.594454103783,0.826471891522,False
BFD-P,63.1689403088,-20.9190456025,-15.1187878042,63.3180815222,-19.1068919391,-15.7797430778,1.21342,1.46819270256,0.924701525984,0.629822995561,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.1041899135,-12.9456667991,-5.36403881171,1.46875,1.7771324289,0.957888096917,0.53900771903,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.3063923816,-11.5330031722,-6.69107896681,1.47743,1.78763490344,0.849569265316,0.475247637915,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.0879695648,-13.9207818056,-6.4312649358,1.41667,1.71411758165,0.591954866636,0.345340875662,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.2741084013,-11.3734391642,-6.15541048765,1.95312,2.36320196734,1.13739110159,0.481292380975,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,63.7294470452,-11.0254730742,-5.28861831335,1.95312,2.36320196734,1.77238099878,0.749991335176,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.079856926,-11.66867835,-4.9736815366,1.86458,2.25607188717,1.59491467015,0.706943195923,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.0555091419,-12.5536895948,-5.57700101428,1.32118,1.59857826207,0.930717807811,0.582215978969,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.0636267154,-13.2717622308,-5.53565095611,1.57812,1.90946602805,0.82334999287,0.431193842035,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.4111364655,-13.198185531,-8.79627288557,1.48264,1.79393880809,1.24601491521,0.694569351858,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.1041899135,-13.7778042587,-6.0203998774,1.65972,2.00819896844,0.629516333523,0.31347308878,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.1851932956,-11.9075100479,-6.9851359196,1.15278,1.39482057627,0.547821526541,0.392754118962,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.2256336864,-11.6986955057,-6.32679631761,1.65972,2.00819896844,0.88746907751,0.44192288287,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.2337168737,-11.5336510957,-6.23991117629,1.85069,2.23926550798,1.01321376386,0.452475939207,0.826471891522,False
BFD-P,64.2256336864,-12.8701522086,-6.93814069576,64.3789365876,-14.4222480991,-8.62536042048,1.86458,2.25607188717,1.61197669593,0.714505909629,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,62.6424688319,-1.88802163209,-9.47023316557,1.66282,2.01194985221,0.83313818001,0.414094903557,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.2187164554,-1.6014585663,-8.47127125023,1.56351,1.89178847586,0.771769309945,0.40795750677,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.2849875029,-1.95446894124,-10.3066588562,1.49654,1.81075728691,0.898280121619,0.496079804904,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.1855393114,-3.93708733983,-8.49008668848,1.8291,2.2131424175,0.701950975412,0.317173883552,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.0025660866,-1.49285570695,-8.61035806219,1.79677,2.17402432972,0.833000159074,0.38316045855,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.0608767323,-4.2109564972,-9.06211747486,2.39492,2.89776340196,1.02448558823,0.353543559678,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,62.709713387,-3.14445736856,-7.35845859401,1.21478,1.46983825156,1.00178327152,0.681560212801,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.9009614426,-3.66664674929,-7.65635876324,1.72979,2.09298104115,0.899710971164,0.429870578603,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.8193798447,-2.54039340388,-6.94739064662,1.26328,1.52852143304,1.27337391584,0.833075603856,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.6229005766,-3.11815314325,-7.61813048836,1.29792,1.57043453421,0.71803945288,0.457223422714,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,62.6003825192,-1.8323607856,-9.79750255821,1.33025,1.60955262199,0.953698795008,0.59252414738,0.826471891522,False
BFD-P,63.3098106064,-2.7342390683,-8.75226813659,63.4006959778,-2.92967580072,-7.23116761812,1.67898,2.03150284628,0.904619493267,0.445295705552,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.1854730288,4.98747295358,-4.98331778505,1.52344,1.84330527829,0.899412052217,0.487934398502,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.1680023462,4.52582882587,-4.20288506648,1.33398,1.61406578213,0.997889427026,0.618245822489,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.2552767956,2.52766871832,-5.15380923557,1.48633,1.79840356974,0.707577071289,0.393447323613,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.0805300401,4.94229642854,-5.26272605436,1.55469,1.88111660656,0.801002962793,0.42581249881,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.4292365741,2.24914747045,-4.95077097488,1.76758,2.13870552421,0.859113271913,0.401697785034,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.5245821985,2.62075843027,-4.75643374626,1.26367,1.52899331842,0.681296026958,0.445584698605,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.3075469582,4.74778885053,-4.41070487402,1.54687,1.87165469978,1.0034161878,0.536111809468,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,60.9928587519,3.34501362975,-3.66458854476,1.32617,1.60461597497,1.0163462371,0.633389080596,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.0367193395,4.06322289631,-3.49851317983,1.53125,1.85275508545,1.23433859776,0.666217897578,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.5591952546,3.33959855666,-6.77682397806,1.40234,1.69677881896,0.983728799521,0.579762540956,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.1854730288,3.17328737558,-3.73520584582,1.41602,1.71333110602,0.933648907429,0.544931977331,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.0630117372,4.02650936792,-3.66783003667,1.32617,1.60461597497,1.12152234306,0.698935047732,0.826471891522,False
BFD-P,61.2901314255,3.72080554052,-5.37894521689,61.4379140634,2.60174368561,-4.02234093588,1.40234,1.69677881896,0.877586391157,0.517207299709,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.3214755908,8.60387186127,10.7234453264,1.34953,1.63288069908,1.14787186748,0.702973504511,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,61.9978294377,9.50390383345,8.21874313784,1.37652,1.66553758709,0.963462071716,0.578469125636,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.3638619372,7.06796711018,7.74104491207,1.09987,1.33080146014,1.03172393692,0.775265107402,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.2960217458,7.1396099312,10.4859699679,1.67341,2.02476335513,0.971876382364,0.479995047274,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.7516829552,8.55226785981,7.04959445891,1.5857,1.91863754384,1.06323383149,0.55416086009,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.6676990129,9.62553405536,9.32539483989,1.64642,1.99210646713,1.11055027284,0.557475361464,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.2280637889,7.01165410502,9.26504187045,1.22132,1.47775140634,0.710477854303,0.480783067607,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.6088033874,7.59331599968,10.5106600126,1.61943,1.95944957912,0.914586770357,0.466756981196,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.810365304,6.79590882359,10.0241522342,1.52497,1.84515652092,0.973767328654,0.527742398877,0.826471891522,False
BFD-P,62.431584872,8.08855641857,8.89525714378,62.3469129019,6.85992458944,8.97056358315,1.39001,1.68185998128,0.781156776039,0.464460052998,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.709713387,2.68032937031,18.4084864776,1.72684,2.08941165176,1.40190508684,0.670956862739,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.3638619372,3.29458824205,20.5603811814,1.58845,1.92196494072,0.879532819002,0.45762167684,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.776843239,2.24583547625,18.294979573,1.83875,2.22481855567,1.43606386463,0.645474598804,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.27055134,3.53880061698,20.8626211224,1.45969,1.76617016861,1.03761336788,0.58749342862,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.2110558388,3.33443012911,19.6981224334,1.65824,2.00640822393,1.10000325297,0.548244988158,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,63.0025660866,1.45486293621,18.6854160357,1.48496,1.7967459211,1.33399302722,0.742449453508,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.8354881509,3.25645871526,19.1978557919,1.98556,2.402453151,1.20728393085,0.502521320905,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,63.0275669003,0.988237263253,19.5441634493,1.19134,1.44147673045,1.05629697014,0.732788083103,0.826471891522,False
BFD-P,62.6003825192,1.88326481467,20.9600339261,62.776843239,0.699930999134,20.0997172854,1.31288,1.58853557328,0.915794176955,0.576502152271,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.6592907509,21.3376874987,18.5060313694,1.16359,1.40790027094,1.24134365113,0.881698566828,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.3045081995,24.0806411395,17.4015170016,1.17466,1.42129455587,0.767604984017,0.540074526316,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.2195607384,25.4810592017,19.1264562586,1.123,1.35878789287,1.67060331433,1.22948057095,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.4738523866,22.1562771213,19.4770348354,1.33825,1.61923232203,0.830580515319,0.512947094756,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.4062024803,23.956962117,19.9145945501,0.779828,0.943562640181,1.03636297599,1.09835100698,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.4484973436,25.0251861441,18.1025743726,1.10578,1.33795233854,1.26599459609,0.94621800764,0.826471891522,False
BFD-P,62.3808036439,23.1740994097,18.426136028,62.2450643466,24.9719990079,17.6937477546,1.19803,1.44957137961,1.23031380533,0.848743168247,0.826471891522,False
